,date,index,mean_index_target_Все 18+_TVR,mean_index_target_Все 55+_TVR,mean_index_target_Все 18+_Share,mean_index_target_Все 55+_Share
0,2018-11-01 05:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
1,2018-11-01 06:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
2,2018-11-01 07:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
3,2018-11-01 08:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
4,2018-11-01 09:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
5,2018-11-01 10:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
6,2018-11-01 11:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
7,2018-11-01 12:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
8,2018-11-01 13:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
9,2018-11-01 14:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
10,2018-11-01 15:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
11,2018-11-01 16:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
12,2018-11-01 17:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
13,2018-11-01 18:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
14,2018-11-01 19:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
15,2018-11-01 20:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
16,2018-11-01 21:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
17,2018-11-01 22:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
18,2018-11-01 23:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
19,2018-11-02 00:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
20,2018-11-02 01:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
21,2018-11-02 02:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
22,2018-11-02 03:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
23,2018-11-02 04:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
24,2018-11-02 05:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
25,2018-11-02 06:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
26,2018-11-02 07:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
27,2018-11-02 08:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
28,2018-11-02 09:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
29,2018-11-02 10:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
30,2018-11-02 11:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
31,2018-11-02 12:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
32,2018-11-02 13:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
33,2018-11-02 14:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
34,2018-11-02 15:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
35,2018-11-02 16:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
36,2018-11-02 17:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
37,2018-11-02 18:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
38,2018-11-02 19:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
39,2018-11-02 20:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
40,2018-11-02 21:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
41,2018-11-02 22:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
42,2018-11-02 23:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
43,2018-11-03 00:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
44,2018-11-03 01:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
45,2018-11-03 02:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
46,2018-11-03 03:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
47,2018-11-03 04:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
48,2018-11-03 05:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
49,2018-11-03 06:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
50,2018-11-03 07:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
51,2018-11-03 08:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
52,2018-11-03 09:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
53,2018-11-03 10:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
54,2018-11-03 11:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
55,2018-11-03 12:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
56,2018-11-03 13:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
57,2018-11-03 14:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
58,2018-11-03 15:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
59,2018-11-03 16:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
60,2018-11-03 17:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
61,2018-11-03 18:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
62,2018-11-03 19:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
63,2018-11-03 20:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
64,2018-11-03 21:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
65,2018-11-03 22:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
66,2018-11-03 23:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
67,2018-11-04 00:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
68,2018-11-04 01:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
69,2018-11-04 02:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
70,2018-11-04 03:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
71,2018-11-04 04:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
72,2018-11-04 05:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
73,2018-11-04 06:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
74,2018-11-04 07:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
75,2018-11-04 08:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
76,2018-11-04 09:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
77,2018-11-04 10:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
78,2018-11-04 11:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
79,2018-11-04 12:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
80,2018-11-04 13:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
81,2018-11-04 14:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
82,2018-11-04 15:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
83,2018-11-04 16:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
84,2018-11-04 17:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
85,2018-11-04 18:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
86,2018-11-04 19:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
87,2018-11-04 20:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
88,2018-11-04 21:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
89,2018-11-04 22:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
90,2018-11-04 23:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
91,2018-11-05 00:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
92,2018-11-05 01:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
93,2018-11-05 02:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
94,2018-11-05 03:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
95,2018-11-05 04:00:00,0,1.3908673753689675,2.142594825463453,7.555780968644339,7.8571126557193
