Date;Price
02.01.2018;66.590000001
03.01.2018;67.910000001
04.01.2018;67.960000001
05.01.2018;67.740000001
08.01.2018;67.87000000100001
09.01.2018;68.800000001
10.01.2018;69.050000001
11.01.2018;69.15000000100001
12.01.2018;69.810000001
15.01.2018;70.170000001
16.01.2018;69.190000001
17.01.2018;69.280000001
18.01.2018;69.18000000100001
19.01.2018;68.65000000100001
22.01.2018;69.210000001
23.01.2018;70.170000001
24.01.2018;70.920000001
25.01.2018;70.080000001
26.01.2018;70.29000000100001
29.01.2018;69.43000000100001
30.01.2018;68.830000001
31.01.2018;69.060000001
01.02.2018;69.90000000100001
02.02.2018;68.23000000100001
05.02.2018;67.270000001
06.02.2018;66.910000001
07.02.2018;65.43000000100001
08.02.2018;64.140000001
09.02.2018;62.710000001
12.02.2018;62.680000000999996
13.02.2018;62.790000000999996
14.02.2018;64.340000001
15.02.2018;64.54000000100001
16.02.2018;64.90000000100001
19.02.2018;65.62000000100001
20.02.2018;65.080000001
21.02.2018;64.950000001
22.02.2018;66.200000001
23.02.2018;67.29000000100001
26.02.2018;67.600000001
27.02.2018;66.520000001
28.02.2018;65.76000000100001
01.03.2018;64.26000000100001
02.03.2018;64.490000001
05.03.2018;65.54000000100001
06.03.2018;65.68000000100001
07.03.2018;64.520000001
08.03.2018;63.840000001
09.03.2018;65.570000001
12.03.2018;64.970000001
13.03.2018;64.79000000100001
14.03.2018;64.830000001
15.03.2018;65.050000001
16.03.2018;66.12000000100001
19.03.2018;66.130000001
20.03.2018;67.590000001
21.03.2018;69.76000000100001
22.03.2018;68.810000001
23.03.2018;70.43000000100001
26.03.2018;70.070000001
27.03.2018;69.630000001
28.03.2018;69.840000001
29.03.2018;70.220000001
02.04.2018;67.76000000100001
03.04.2018;68.130000001
04.04.2018;68.210000001
05.04.2018;68.420000001
06.04.2018;67.01000000100001
09.04.2018;68.590000001
10.04.2018;71.100000001
11.04.2018;71.920000001
12.04.2018;72.100000001
13.04.2018;72.410000001
16.04.2018;71.570000001
17.04.2018;71.51000000100001
18.04.2018;73.800000001
19.04.2018;73.73000000100001
20.04.2018;73.76000000100001
23.04.2018;75.030000001
24.04.2018;73.950000001
25.04.2018;74.020000001
26.04.2018;74.73000000100001
27.04.2018;74.48000000100001
30.04.2018;75.160000001
01.05.2018;73.240000001
02.05.2018;73.810000001
03.05.2018;73.750000001
04.05.2018;74.910000001
07.05.2018;75.350000001
08.05.2018;75.640000001
09.05.2018;77.210000001
10.05.2018;77.500000001
11.05.2018;77.020000001
14.05.2018;78.40000000100001
15.05.2018;78.18000000100001
16.05.2018;79.240000001
17.05.2018;79.40000000100001
18.05.2018;78.630000001
21.05.2018;79.460000001
22.05.2018;79.37000000100001
23.05.2018;79.660000001
24.05.2018;78.770000001
25.05.2018;76.240000001
28.05.2018;75.320000001
29.05.2018;75.37000000100001
30.05.2018;77.700000001
31.05.2018;77.590000001
01.06.2018;76.600000001
04.06.2018;75.330000001
05.06.2018;74.960000001
06.06.2018;75.830000001
07.06.2018;77.330000001
08.06.2018;76.43000000100001
11.06.2018;76.360000001
12.06.2018;75.560000001
13.06.2018;76.600000001
14.06.2018;76.01000000100001
15.06.2018;73.29000000100001
18.06.2018;75.280000001
19.06.2018;75.070000001
20.06.2018;74.37000000100001
21.06.2018;73.140000001
22.06.2018;75.670000001
25.06.2018;74.780000001
26.06.2018;76.300000001
27.06.2018;77.360000001
28.06.2018;77.720000001
29.06.2018;79.420000001
02.07.2018;77.320000001
03.07.2018;77.660000001
04.07.2018;78.160000001
05.07.2018;77.65000000100001
06.07.2018;77.090000001
09.07.2018;78.23000000100001
10.07.2018;78.810000001
11.07.2018;74.000000001
12.07.2018;74.210000001
13.07.2018;74.960000001
16.07.2018;71.90000000100001
17.07.2018;72.000000001
18.07.2018;72.910000001
19.07.2018;72.590000001
20.07.2018;72.970000001
23.07.2018;72.990000001
24.07.2018;73.310000001
25.07.2018;74.020000001
26.07.2018;74.600000001
27.07.2018;74.380000001
30.07.2018;74.770000001
31.07.2018;74.250000001
01.08.2018;72.530000001
02.08.2018;73.40000000100001
03.08.2018;73.29000000100001
06.08.2018;73.610000001
07.08.2018;74.500000001
08.08.2018;72.200000001
09.08.2018;71.990000001
10.08.2018;72.890000001
13.08.2018;72.73000000100001
14.08.2018;72.580000001
15.08.2018;70.710000001
16.08.2018;71.380000001
17.08.2018;71.76000000100001
20.08.2018;72.18000000100001
21.08.2018;72.48000000100001
22.08.2018;74.710000001
23.08.2018;74.810000001
24.08.2018;75.630000001
27.08.2018;76.280000001
28.08.2018;75.970000001
29.08.2018;77.37000000100001
30.08.2018;77.450000001
31.08.2018;77.450000001
03.09.2018;78.01000000100001
04.09.2018;77.73000000100001
05.09.2018;77.350000001
06.09.2018;76.65000000100001
07.09.2018;76.990000001
10.09.2018;77.37000000100001
11.09.2018;79.18000000100001
12.09.2018;79.670000001
13.09.2018;78.350000001
14.09.2018;78.100000001
17.09.2018;77.87000000100001
18.09.2018;78.990000001
19.09.2018;79.18000000100001
20.09.2018;78.590000001
21.09.2018;78.770000001
24.09.2018;81.43000000100001
25.09.2018;81.770000001
26.09.2018;81.750000001
27.09.2018;81.65000000100001
28.09.2018;82.950000001
30.09.2018;82.98000000100001
01.10.2018;84.950000001
02.10.2018;84.640000001
03.10.2018;86.100000001
04.10.2018;84.880000001
05.10.2018;84.110000001
07.10.2018;83.54000000100001
08.10.2018;83.76000000100001
09.10.2018;84.860000001
10.10.2018;82.600000001
11.10.2018;80.360000001
12.10.2018;80.600000001
14.10.2018;81.830000001
15.10.2018;80.76000000100001
16.10.2018;81.560000001
17.10.2018;80.360000001
18.10.2018;79.350000001
19.10.2018;80.020000001
21.10.2018;79.750000001
22.10.2018;79.950000001
23.10.2018;76.240000001
24.10.2018;75.68000000100001
25.10.2018;76.73000000100001
26.10.2018;77.710000001
29.10.2018;76.860000001
30.10.2018;76.310000001
31.10.2018;75.460000001
01.11.2018;75.460000001
02.11.2018;72.62000000100001
04.11.2018;72.690000001
05.11.2018;72.710000001
06.11.2018;71.65000000100001
07.11.2018;72.000000001
08.11.2018;70.68000000100001
09.11.2018;69.880000001
11.11.2018;70.800000001
12.11.2018;68.970000001
13.11.2018;65.350000001
14.11.2018;65.860000001
15.11.2018;66.630000001
16.11.2018;66.960000001
18.11.2018;66.970000001
19.11.2018;66.910000001
20.11.2018;62.440000000999994
21.11.2018;63.460000001
22.11.2018;62.520000001
23.11.2018;59.190000000999994
25.11.2018;59.030000001
26.11.2018;60.610000000999996
27.11.2018;60.880000001
28.11.2018;58.610000000999996
29.11.2018;59.260000000999995
30.11.2018;59.070000001
02.12.2018;60.690000000999994
03.12.2018;61.900000000999995
04.12.2018;61.310000001
05.12.2018;61.610000000999996
06.12.2018;60.310000001
07.12.2018;61.550000000999994
09.12.2018;61.780000001
10.12.2018;59.810000001
11.12.2018;60.290000000999996
12.12.2018;60.250000001
13.12.2018;61.710000001
14.12.2018;60.140000001
16.12.2018;60.41000000099999
17.12.2018;58.66000000099999
18.12.2018;56.080000000999995
19.12.2018;56.550000000999994
20.12.2018;54.700000001
21.12.2018;53.500000001
23.12.2018;53.700000001
24.12.2018;50.490000001
25.12.2018;50.490000001
26.12.2018;55.000000001
27.12.2018;53.000000001
28.12.2018;52.23000000099999
30.12.2018;53.400000000999995
31.12.2018;54.150000000999995
01.01.2019;54.150000000999995
02.01.2019;54.680000000999996
03.01.2019;55.550000000999994
04.01.2019;57.310000001
06.01.2019;57.720000000999995
07.01.2019;57.570000001
08.01.2019;58.590000001
09.01.2019;61.340000001
10.01.2019;61.180000000999996
11.01.2019;60.820000001
13.01.2019;60.820000001
14.01.2019;59.320000001
15.01.2019;60.650000000999995
16.01.2019;61.300000000999994
17.01.2019;61.150000000999995
18.01.2019;62.680000000999996
20.01.2019;62.310000001
21.01.2019;62.810000001
22.01.2019;61.610000000999996
23.01.2019;61.100000001
24.01.2019;61.190000000999994
25.01.2019;61.510000000999995
27.01.2019;61.300000000999994
28.01.2019;60.090000001
29.01.2019;61.210000001
30.01.2019;61.750000001
31.01.2019;61.900000000999995
01.02.2019;61.900000000999995
03.02.2019;62.780000001
04.02.2019;62.820000001
05.02.2019;62.110000000999996
06.02.2019;62.550000000999994
07.02.2019;61.680000000999996
08.02.2019;62.120000000999994
10.02.2019;61.990000001
11.02.2019;61.580000000999995
12.02.2019;62.610000000999996
13.02.2019;63.600000001
14.02.2019;64.560000001
15.02.2019;66.320000001
17.02.2019;66.410000001
18.02.2019;66.500000001
19.02.2019;66.440000001
20.02.2019;67.04000000100001
21.02.2019;66.950000001
22.02.2019;66.990000001
24.02.2019;67.250000001
25.02.2019;64.51000000100001
26.02.2019;65.640000001
27.02.2019;66.23000000100001
28.02.2019;66.020000001
04.03.2019;65.550000001
05.03.2019;65.570000001
06.03.2019;65.93000000100001
07.03.2019;66.090000001
08.03.2019;65.800000001
10.03.2019;65.820000001
11.03.2019;66.630000001
12.03.2019;66.820000001
13.03.2019;67.640000001
14.03.2019;67.18000000100001
15.03.2019;67.020000001
17.03.2019;67.18000000100001
18.03.2019;67.43000000100001
19.03.2019;67.710000001
20.03.2019;68.300000001
21.03.2019;67.740000001
22.03.2019;67.01000000100001
24.03.2019;66.880000001
25.03.2019;67.300000001
26.03.2019;68.04000000100001
27.03.2019;67.830000001
28.03.2019;68.000000001
29.03.2019;68.390000001
02.04.2019;69.570000001
03.04.2019;69.520000001
04.04.2019;69.310000001
05.04.2019;70.48000000100001
07.04.2019;70.750000001
08.04.2019;71.100000001
09.04.2019;70.830000001
10.04.2019;71.570000001
11.04.2019;70.960000001
12.04.2019;71.560000001
14.04.2019;71.360000001
15.04.2019;71.300000001
16.04.2019;71.860000001
