[[ 4.4878601725199546e-01,-1.3118675461573734e+00, 8.5292502872980291e-02,
   4.5348238115839312e-01,-5.9367448921767807e-01,-1.8095084419727991e-01,
   6.4681868032105283e-01,-6.9976258436972516e-01,-7.5939833236760523e-01,
  -7.7948187693643944e-01, 6.1392640419109512e-01,-8.2265675052576881e-01,
   1.7326126515881570e+00,-3.6061661847685217e-01,-4.5259127770407459e-01,
   4.3942024103004085e-01,-1.5712369703598225e-01, 1.3663978540150374e+00,
   8.5129289866698743e-01, 4.6257666155087174e-01,-7.6185497159137749e-01,
   1.1161598206977881e-01,-2.3225124362360228e-01, 1.5925530111070327e+00,
  -1.2177819725052288e+00, 2.7648347351384037e-02, 3.0606264068052981e-02,
  -5.1819492223059282e-01,-1.1232217647943070e+00, 4.5302912925199901e-01],
 [ 1.6020275564032791e+00, 1.2907688417430645e+00, 2.5013865885085806e-02,
   5.5644910667352354e-01, 2.6409019293640995e-01,-2.2990787703626513e-02,
  -1.1822432808098400e+00, 8.9099653123998979e-01,-5.2926210725762957e-01,
  -2.3199234634112881e-01, 1.2171612321797163e+00, 5.1835119215640447e-03,
  -1.2272786337537838e+00,-2.8140958322698695e-01, 1.3320580224747476e+00,
  -1.7658444652444216e+00, 8.5895220047523826e-02,-7.3062884600559053e-01,
  -1.7056681131395492e+00,-1.0034740282569174e+00, 9.8753826035773018e-01,
  -1.4189789029525768e+00, 1.8565830595878892e+00, 8.4284700208562757e-01,
   1.3970327947315814e-01, 5.3061579276137272e-01, 5.3981379841965560e-01,
   9.1776298802384582e-01,-7.7196799922540316e-01, 3.6634342964620165e-01],
 [ 7.2876070065878595e-01,-1.3862614323744546e+00,-2.0249871088141935e+00,
  -3.8472643511605764e-01,-5.1377227130925507e-01, 1.3142996643964706e+00,
  -2.2089640236558802e-01,-1.0903144389364869e+00,-1.3027091061692195e+00,
  -1.1862984853091643e+00, 4.7109237827432771e-01,-9.1622531605597690e-01,
   9.9822221691191571e-01, 4.3426825124601373e-02,-1.6273469149853190e+00,
  -1.6351198653293686e+00,-1.3055278616050929e+00,-4.5859635219223421e-01,
  -1.0145196720481509e+00,-8.1973914269830461e-01,-1.1701504737792741e+00,
  -5.8732307693562955e-02, 5.9579395181630723e-01,-5.2480404117845514e-01,
  -3.7259217690727309e-01,-1.1152469668484211e+00, 4.7259226282811223e-01,
  -4.7258402980438252e-01,-1.1162764207316453e+00, 9.5642872613001612e-02],
 [ 3.6828769430172820e-01, 4.9730250218475762e-02,-1.1389425104192885e+00,
  -6.5198473900916598e-01, 1.9400998837075971e+00, 7.0093189033883707e-01,
